match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
493047,10001,7947,3,1
493048,9999,8203,1,0
493049,9984,9996,0,1
493050,9987,4049,3,0
493051,8635,9993,2,0
493052,9994,8635,0,0
493053,9996,9998,3,2
493054,8342,9986,2,1
493055,10000,9984,3,1
493056,7947,9991,1,1
493057,4049,9999,0,1
493058,8203,8571,1,1
493059,9987,10001,1,4
493060,9985,9993,3,1
493061,8635,8342,1,0
493062,9999,9987,1,0
493063,9993,10000,1,2
493064,9985,9994,1,0
493065,8571,7947,1,2
493066,9998,8203,0,1
493067,9986,9996,1,0
493068,9984,4049,4,1
493069,9991,10001,2,0
492491,8635,8571,4,0
492492,9987,9994,1,0
492493,9984,9998,2,1
492494,9991,9986,2,0
492495,7947,9996,1,2
492496,8203,10000,0,2
492497,9999,9985,1,1
492498,4049,8342,1,4
492499,10001,9993,1,0
493070,10001,8635,0,1
493071,9996,9985,0,3
493072,8342,9998,3,2
493073,4049,9986,3,1
493074,8203,9984,0,1
493075,9987,9991,2,2
493076,7947,9999,3,1
493077,10000,8571,5,1
493078,9994,9993,1,0
493079,9993,8342,2,0
493080,9984,9987,1,2
493081,9986,10000,1,0
493082,9999,9991,1,3
493083,8635,7947,4,0
493084,9985,8203,4,1
493085,9994,9996,3,0
493086,8571,4049,2,2
493087,9998,10001,0,2
493088,4049,8635,1,1
493089,10000,9985,0,0
493090,7947,9998,0,0
493091,8203,9986,2,1
493092,9991,9984,2,1
493093,8342,9994,2,3
493094,10001,9999,1,0
493095,9987,8571,0,1
493096,9996,9993,3,1
493097,9985,8342,2,0
493098,9986,9987,3,0
493099,9996,10000,0,2
493100,8571,9991,0,2
493101,9994,7947,0,2
493102,9993,8203,3,1
493103,8635,9999,3,1
493104,9998,4049,1,1
493105,9984,10001,2,1
493106,9987,8635,0,2
493107,9991,9985,0,1
493108,10000,9998,3,0
493109,7947,9986,1,2
493110,9999,9984,1,2
493111,8203,9994,3,0
493112,8342,9996,4,1
493113,10001,8571,1,3
493114,4049,9993,1,0
492500,8342,7947,1,1
492501,9985,8571,2,0
492502,9998,8635,1,2
492503,10000,9987,1,3
492504,9986,9984,3,2
492506,9994,10001,1,1
492508,8203,4049,0,0
492509,9996,9991,4,2
492511,9993,9999,3,0
492517,8635,9986,2,0
492518,9987,8342,0,1
492519,9984,9993,1,0
492520,9991,8203,1,2
492521,7947,10000,2,0
492522,9999,9994,0,1
492523,8571,9998,1,0
492524,4049,9985,0,1
492525,10001,9996,0,0
492526,8342,10001,2,0
492527,9985,8635,2,1
492528,9998,9999,2,0
492529,10000,4049,1,0
492530,9986,8571,1,2
492531,9994,9984,1,1
492532,8203,7947,4,1
492534,9996,9987,1,2
492535,9993,9991,2,2
492536,8635,9996,2,1
492537,9987,8203,2,1
492538,9998,9986,1,1
492539,9984,9985,4,1
492540,9991,9994,1,1
492541,9999,8342,0,1
492542,8571,9993,0,0
492543,4049,7947,2,1
492544,10001,10000,3,2
492545,8342,9984,3,1
492546,9985,9998,2,1
492547,10000,8635,4,0
492548,9994,8571,2,0
492549,7947,9987,2,4
492550,8203,10001,1,3
492551,9996,9999,2,0
492552,4049,9991,0,1
492553,9993,9986,1,2
492554,8635,8203,7,1
492555,9987,9985,0,0
492556,9998,9993,0,0
492557,9986,9994,1,1
492558,9984,7947,1,2
492559,9991,8342,3,0
492561,9999,10000,0,3
492562,8571,9996,2,2
492563,10001,4049,4,1
665318,9985,9997,2,2
665320,9986,8342,1,2
665321,9984,9991,1,3
665322,9994,10000,1,1
665323,8571,8635,0,2
665324,8203,10001,4,1
665325,9999,9993,1,1
665411,8342,8635,4,2
665412,9985,9987,1,0
665413,9997,10000,1,2
665414,9986,8571,3,3
665417,8203,9994,2,0
665420,9999,9984,3,2
665421,9993,10001,3,1
665425,8342,9991,1,0
665426,8635,9986,2,0
665427,9987,8203,1,2
665429,10000,9993,4,0
665430,9994,9984,1,1
665432,8571,9999,2,0
665435,10001,9985,2,0
665438,9985,10000,1,1
665440,9997,9991,1,2
665442,9986,10001,1,1
665443,9984,8571,1,1
665444,9994,9987,0,2
665445,8203,8635,0,2
665446,9999,8342,2,3
665535,8342,9997,1,0
665536,8635,9994,2,0
665537,9987,9984,2,0
665539,10000,9986,2,2
665541,9991,9993,0,1
665543,8571,8203,2,0
665545,10001,9999,2,2
665548,9985,8342,3,1
665551,9987,8635,0,2
665553,9986,9991,0,2
665554,9984,10001,2,1
665556,9994,8571,0,0
665559,9999,10000,2,0
665561,9993,9997,4,1
665568,8342,9993,1,2
665570,8635,9999,3,1
665571,9997,9984,1,1
665574,10000,8203,4,1
665575,9991,9985,2,1
665577,8571,9987,2,1
665581,10001,9994,1,0
665585,8342,9986,1,0
665586,8635,8571,1,0
665588,9997,9985,2,0
665590,10000,9994,1,0
665591,9991,9984,3,1
665595,10001,8203,2,0
665596,9993,9999,3,0
665598,9985,9993,2,2
665599,9987,10001,0,0
665601,9986,9997,0,0
665603,9984,8635,1,3
665604,9994,8342,0,1
665606,8571,10000,1,0
665607,8203,9991,2,5
665614,8342,8203,1,1
665616,9985,9999,0,1
665617,9997,8571,0,2
665619,10000,9984,1,0
665620,9991,9987,2,1
665622,10001,8635,0,2
665623,9993,9986,0,0
665626,8635,8342,3,2
665628,9987,10000,2,2
665630,9986,9985,2,3
665632,9994,9991,0,1
665633,8571,10001,1,1
665634,8203,9993,1,0
665635,9999,9997,1,2
665326,8342,9994,2,0
665327,8635,9984,3,2
665328,9997,9986,0,0
665329,10000,9987,2,2
665330,9991,8203,2,1
665332,10001,8571,1,1
665333,9993,9985,1,1
665639,8342,9984,2,1
665641,9985,9994,2,0
665642,9997,8203,5,2
665643,10000,10001,1,0
665645,9986,9999,3,0
665647,9991,8635,2,2
665651,9993,9987,1,0
665653,8635,10000,2,1
665654,9987,9997,0,0
665655,9984,9985,2,0
665657,9994,9993,2,0
665659,8571,8342,1,4
665661,8203,9986,1,0
665662,9999,9991,0,4
665665,8342,10001,2,1
665666,9985,8635,0,4
665667,9997,9994,2,1
665668,9986,9987,1,3
665669,9991,8571,2,2
665671,9999,8203,1,2
665672,9993,9984,1,4
665674,9987,8342,2,0
665675,10000,9997,2,0
665677,9984,9986,1,0
665679,9994,9999,1,4
665680,8571,9993,3,0
665681,8203,9985,0,0
665682,10001,9991,0,0
665686,9985,8571,3,1
665687,9997,10001,0,1
665688,9986,9994,4,1
665689,9991,10000,0,2
665692,8203,9984,1,2
665694,9999,9987,1,1
665695,9993,8635,0,5
665698,8635,9997,1,2
665699,9987,9985,1,0
665700,10000,8342,1,1
665702,9984,9999,2,0
665704,9994,8203,2,1
665706,8571,9986,2,1
665710,10001,9993,1,1
665712,9985,10001,1,0
665717,9986,8635,0,2
665719,9984,9994,4,0
665721,9991,8342,1,1
665723,8203,9987,2,1
665725,9999,8571,0,2
665727,9993,10000,1,1
665728,8342,9985,2,1
665729,8635,8203,2,0
665730,9987,9994,3,1
665731,10000,9999,1,1
665732,9991,9997,0,1
665733,8571,9984,3,1
665735,10001,9986,4,0
665737,9997,8342,1,1
665738,9986,10000,0,0
665739,9984,9987,1,0
665740,9994,10001,1,0
665741,8203,8571,1,1
665742,9999,8635,1,2
665743,9993,9991,1,1
665744,8342,9999,1,0
665745,8635,9987,2,0
665746,9997,9993,2,0
665749,10000,9985,1,1
665751,9991,9986,2,1
665753,8571,9994,3,1
665757,10001,9984,2,1
665334,8635,10001,3,0
665335,9987,9991,1,1
665336,9986,9993,1,0
665337,9984,10000,2,2
665338,9994,9997,1,2
665340,8203,8342,2,1
665341,9999,9985,1,5
665761,9985,9991,0,2
665763,9987,8571,1,1
665767,9984,9997,3,1
665769,9994,8635,0,4
665771,8203,10000,2,1
665774,9999,10001,0,0
665775,9993,8342,1,4
665342,8342,8571,2,2
665343,9985,9986,1,1
665344,9997,9999,2,1
665345,10000,8635,0,2
665346,9991,9994,4,1
665348,10001,9987,0,1
665349,9993,8203,1,3
665352,8635,9985,1,1
665353,9987,9993,1,1
665354,9984,8342,2,3
665357,8571,9991,1,0
665358,8203,9997,0,2
665359,9999,9986,1,3
665360,10001,10000,1,2
665361,8342,9987,1,1
665362,9985,8203,3,0
665363,9997,8635,2,1
665364,10000,8571,0,2
665365,9986,9984,0,4
665366,9991,9999,5,1
665368,9993,9994,2,1
665370,8635,9991,1,1
665371,9987,9986,1,2
665374,9984,9993,1,2
665376,9994,9985,1,3
665378,8571,9997,0,1
665379,8203,9999,3,2
665380,10001,8342,1,4
665384,8342,10000,3,1
665385,9985,9984,1,1
665386,9997,9987,2,4
665387,9986,8203,1,2
665389,9991,10001,1,2
665392,9999,9994,1,2
665393,9993,8571,1,0
665396,8635,9993,1,0
665397,9987,9999,1,1
665399,10000,9991,3,1
665402,9984,8203,1,0
665403,9994,9986,4,1
665405,8571,9985,0,2
665409,10001,9997,2,0
838467,9997,9989,1,0
838468,8571,8342,1,0
838469,8203,9994,2,0
838472,10001,9991,0,1
838473,8635,6351,4,1
838474,9985,10000,1,1
838475,9984,9986,1,1
838476,9987,9993,2,1
838581,8342,9991,3,2
838582,9985,8635,5,1
838583,9997,10001,1,2
838584,10000,9986,1,1
838585,9994,9993,1,0
838586,8571,6351,3,1
838587,8203,9987,2,2
838588,9989,9984,0,1
838590,9991,8571,2,0
838591,9987,9985,4,2
838593,9993,9989,1,1
838594,10000,8342,2,3
838595,9986,9994,1,2
838596,6351,9997,6,0
838597,10001,8203,1,1
838598,9984,8635,1,0
838599,8635,10001,2,0
838600,9985,9991,2,1
838602,9997,9986,3,2
838603,9994,8342,1,0
838604,8571,9987,1,0
838605,8203,9993,5,1
838606,9989,10000,0,0
838607,9984,6351,2,1
838621,8342,9985,2,2
838622,9991,8203,3,1
838623,9987,8635,1,2
838624,9993,9997,0,0
838625,10000,9994,1,1
838628,9986,8571,0,0
838630,6351,9989,2,2
838632,10001,9984,2,1
838635,8635,8342,2,2
838636,9985,6351,1,3
838639,9997,10000,0,3
838640,8571,9993,4,0
838641,8203,9986,2,0
838642,9989,9994,2,2
838644,10001,9987,1,1
838646,9984,9991,0,1
838651,8342,9989,2,0
838652,9991,8635,1,2
838654,9987,9984,3,0
838656,9993,9985,0,1
838657,10000,8571,1,1
838658,9986,10001,0,1
838659,9994,9997,3,0
838661,6351,8203,0,1
838664,8342,9984,0,1
838665,9991,10001,4,4
838667,9993,8635,0,1
838669,10000,9985,2,0
838671,9986,9987,1,3
838673,9994,8203,3,1
838675,9989,9997,1,2
838676,6351,8571,3,1
838677,8635,9986,4,1
838679,9985,9989,7,0
838680,9987,9991,1,2
838681,9997,8342,2,1
838684,8571,9994,0,0
838686,8203,10000,0,0
838688,10001,6351,1,1
838689,9984,9993,1,1
838692,8342,10001,4,3
838694,9993,9987,0,1
838695,9997,8571,1,0
838696,10000,8635,1,2
838698,9986,9984,0,3
838699,9994,9985,2,1
838701,9989,8203,2,1
838702,6351,9991,0,3
838707,8635,9994,0,0
838709,9985,9997,1,0
838710,9991,9986,2,1
838712,9987,6351,5,1
838713,8571,9989,3,1
838714,8203,8342,0,1
838716,10001,9993,1,1
838718,9984,10000,1,3
838478,8342,9997,4,1
838479,9991,9987,0,4
838481,9993,9984,0,0
838482,10000,8203,1,2
838484,9986,8635,0,0
838486,9994,8571,1,1
838487,9989,9985,1,4
838489,6351,10001,0,1
838720,8342,8635,0,2
838721,9993,9991,2,2
838723,9997,8203,0,1
838725,10000,10001,2,0
838727,9994,9984,2,1
838728,8571,9985,2,1
838730,9989,9987,1,1
838732,6351,9986,1,0
838733,8635,9989,6,0
838734,9991,8342,0,2
838735,9987,9997,1,1
838736,9986,9993,2,0
838738,8203,8571,1,0
838739,6351,10000,0,2
838741,10001,9994,1,2
838742,9984,9985,1,0
838746,8342,9986,5,0
838748,9985,8203,3,0
838750,9993,6351,0,0
838752,9997,9984,0,3
838753,10000,9991,2,2
838754,9994,9987,2,2
838755,8571,8635,0,2
838757,9989,10001,2,1
838759,8635,9985,2,0
838761,9991,9994,2,1
838764,9987,8571,3,2
838765,9993,10000,3,0
838767,9986,8203,0,0
838768,6351,8342,1,4
838770,10001,9997,3,0
838772,9984,9989,3,0
838773,8342,9993,1,0
838774,9985,10001,2,1
838775,9997,9991,1,1
838777,10000,9987,0,1
838778,9994,6351,0,2
838780,8571,9984,2,1
838781,8203,8635,0,0
838783,9989,9986,1,0
838789,8635,9997,2,0
838790,9991,9989,4,1
838791,9987,8342,1,0
838792,9993,9994,1,1
838794,9986,10000,2,0
838796,6351,9985,0,1
838798,10001,8571,2,1
838800,9984,8203,0,1
838802,8342,10000,2,0
838804,8635,9984,1,0
838806,9985,9987,0,2
838808,9997,6351,1,1
838809,9994,9986,1,1
838810,8571,9991,0,1
838812,8203,10001,3,1
838814,9989,9993,2,2
838815,8342,9994,2,1
838817,9991,9985,4,1
838819,9987,8203,1,0
838820,9993,8571,3,1
838822,10000,9989,1,1
838823,9986,9997,1,0
838825,6351,9984,0,0
838827,10001,8635,2,0
838829,8635,9987,1,1
838830,9985,8342,2,2
838832,9997,9993,1,0
838833,9994,10000,2,1
838835,8571,9986,3,0
838838,8203,9991,1,1
838839,9989,6351,1,1
838841,9984,10001,0,1
838853,8342,8571,4,1
838854,9991,9984,1,0
838855,9987,10001,0,2
838857,9993,8203,1,1
838859,10000,9997,1,2
838861,9986,9985,0,2
838862,9994,9989,1,1
838864,6351,8635,1,1
838491,8635,9993,4,0
838493,9985,9994,3,3
838494,9991,6351,2,1
838495,9987,9986,5,0
838496,8571,9997,2,0
838498,8203,9989,1,0
838499,10001,10000,1,1
838500,9984,8342,3,1
838867,8635,9991,3,2
838869,9985,9993,1,0
838871,9997,9994,0,2
838872,8571,10000,2,2
838873,8203,6351,2,0
838874,9989,8342,0,0
838875,10001,9986,2,2
838876,9984,9987,0,1
838503,8342,8203,1,2
838504,9993,10001,0,0
838506,9997,9985,1,0
838508,10000,9984,4,0
838510,9986,9991,1,3
838511,9994,8635,0,3
838513,9989,8571,1,2
838515,6351,9987,1,4
838517,8635,10000,0,0
838518,9985,8571,1,0
838519,9991,9993,1,0
838520,9987,9989,4,1
838521,9986,6351,2,0
838523,8203,9997,0,0
838524,10001,8342,1,2
838526,9984,9994,1,1
838528,8342,9987,2,2
838529,9985,9984,2,0
838531,9993,9986,1,0
838532,9997,8635,0,2
838534,10000,6351,0,0
838536,9994,10001,3,1
838537,8571,8203,1,0
838539,9989,9991,2,2
838540,8635,8571,3,0
838542,9991,10000,5,3
838543,9987,9994,3,1
838544,9986,8342,0,5
838546,8203,9985,1,0
838547,6351,9993,0,1
838550,10001,9989,2,0
838552,9984,9997,4,2
838555,8342,6351,4,0
838556,9985,9986,2,1
838558,9997,9987,0,2
838560,10000,9993,4,3
838561,9994,9991,3,2
838562,8571,10001,1,2
838563,8203,9984,2,2
838564,9989,8635,1,1
838567,8635,8203,5,0
838568,9991,9997,2,0
838570,9987,10000,3,0
838571,9993,8342,2,1
838573,9986,9989,0,1
838575,6351,9994,0,1
838576,10001,9985,1,2
838578,9984,8571,2,1
1032692,1773,8635,2,1
1032693,9998,9985,1,1
1032694,9987,9993,3,1
1032695,9991,9984,0,1
1032696,9994,10000,0,0
1032697,8571,9989,1,1
1032698,8203,9997,2,1
1032699,8342,10001,5,0
1032764,8342,9991,2,0
1032765,8635,9985,5,0
1032766,9997,9993,2,4
1032767,10000,9989,1,2
1032768,1773,10001,1,1
1032769,9994,9987,3,1
1032770,8203,9984,1,2
1032771,9998,8571,3,1
1032772,9985,10000,1,0
1032773,9987,9998,2,0
1032774,9991,9994,3,1
1032775,9993,8203,2,2
1032776,8571,8342,2,1
1032777,9989,9997,0,2
1032778,10001,8635,1,2
1032779,9984,1773,2,0
1032780,8342,9987,4,5
1032781,8635,9989,4,0
1032782,9997,9985,1,1
1032783,10000,9984,1,1
1032784,1773,9993,3,2
1032785,9994,8571,1,4
1032786,8203,10001,1,0
1032787,9998,9991,1,1
1032788,9985,8342,2,1
1032789,9987,8571,2,2
1032790,9991,8203,6,2
1032791,9993,9998,2,0
1032792,10000,9997,0,0
1032793,9989,1773,3,1
1032794,10001,9994,2,4
1032795,9984,8635,1,0
1032796,8342,9984,1,0
1032797,8635,9997,3,1
1032798,9987,10001,3,0
1032799,1773,9985,1,3
1032800,9994,9993,1,1
1032801,8571,9991,0,4
1032802,8203,10000,1,1
1032803,9998,9989,2,1
1032804,9985,8203,3,2
1032805,9991,9987,2,0
1032806,9993,8571,0,1
1032807,9997,1773,2,1
1032808,10000,8635,2,3
1032809,9989,8342,0,1
1032810,10001,9998,2,1
1032811,9984,9994,1,1
1032812,8635,1773,0,0
1032813,9985,9991,0,0
1032814,9993,9987,2,0
1032815,9997,9998,2,3
1032816,10000,9994,1,1
1032817,9989,8203,2,2
1032818,10001,8342,0,1
1032819,9984,8571,1,2
1032820,8342,9997,1,0
1032821,9987,9989,4,0
1032822,1773,10000,2,2
1032823,9994,9985,1,1
1032824,8571,10001,1,0
1032825,8203,8635,2,1
1032826,9998,9984,0,2
1032827,9991,9993,0,1
1032828,8635,9994,3,2
1032829,9985,9987,0,0
1032830,9997,8203,0,0
1032831,10000,9998,2,3
1032832,1773,8342,3,1
1032833,9989,8571,2,0
1032834,10001,9993,3,1
1032835,9984,9991,0,1
1032836,8342,10000,1,0
1032837,9987,9984,4,2
1032838,9991,10001,3,1
1032839,9993,9989,0,0
1032840,9994,9997,0,0
1032841,8571,9985,2,0
1032842,8203,1773,2,2
1032843,9998,8635,1,1
1032700,8635,8203,3,1
1032701,9985,9994,3,1
1032702,9993,9991,2,2
1032703,9997,8342,3,3
1032704,10000,1773,2,1
1032705,9989,9987,0,0
1032706,10001,8571,0,0
1032707,9984,9998,1,1
1032844,8635,8342,3,0
1032845,9985,9993,6,1
1032846,9997,8571,0,0
1032847,10000,9987,1,1
1032848,1773,9994,1,1
1032849,8203,9998,4,1
1032850,9989,9991,2,1
1032851,9984,10001,3,1
1032852,8342,8203,0,1
1032853,9987,9997,2,1
1032854,9991,10000,0,0
1032855,9993,9984,4,0
1032856,9994,9989,2,0
1032857,8571,8635,0,1
1032858,9998,1773,2,2
1032859,10001,9985,0,0
1032860,8342,9994,3,0
1032861,8635,9991,3,1
1032862,9985,9998,2,1
1032863,9997,10001,0,3
1032864,1773,8571,0,2
1032865,8203,9987,3,2
1032866,9989,9984,2,2
1032867,10000,9993,1,0
1032868,9987,1773,5,0
1032869,9991,9997,6,0
1032870,9993,8635,0,0
1032871,9994,8203,3,2
1032872,8571,10000,0,0
1032873,9998,8342,0,2
1032874,10001,9989,0,2
1032875,9984,9985,0,1
1032876,8342,9993,5,1
1032877,8635,9987,4,2
1032878,9997,9984,0,1
1032879,10000,10001,3,1
1032881,9994,9998,3,1
1032882,8203,8571,0,0
1032883,9989,9985,0,2
1032884,1773,9991,2,3
1032885,9985,8635,1,2
1032886,9987,9994,0,1
1032887,9991,8342,1,3
1032888,9993,9997,3,2
1032889,8571,9998,2,2
1032890,9989,10000,2,1
1032891,10001,1773,1,3
1032892,9984,8203,1,0
1032893,8342,8571,2,1
1032894,8635,10001,3,1
1032895,9997,9989,1,1
1032896,10000,9985,4,2
1032897,1773,9984,2,3
1032898,9994,9991,1,1
1032899,8203,9993,2,1
1032900,9998,9987,1,2
1032901,9985,9997,0,0
1032902,9987,8342,3,0
1032903,9993,1773,2,1
1032904,8571,9994,2,5
1032905,9989,8635,0,0
1032906,10001,8203,1,3
1032907,9984,10000,1,0
1032908,9991,9998,2,0
1032909,8342,9985,1,0
1032910,8635,9984,4,0
1032911,9997,10000,1,0
1032912,1773,9989,0,0
1032913,9994,10001,4,0
1032914,8571,9987,3,2
1032915,8203,9991,0,2
1032916,9998,9993,4,2
1032917,9985,1773,4,0
1032918,9991,8571,3,1
1032919,9993,9994,2,2
1032920,9997,8635,2,2
1032921,10000,8203,2,0
1032922,9989,9998,1,1
1032923,10001,9987,3,2
1032924,9984,8342,1,2
1032708,8342,1773,1,0
1032709,9987,10000,2,2
1032710,9991,9985,3,1
1032711,9993,10001,3,1
1032712,9994,8635,0,1
1032713,8571,9984,2,0
1032714,8203,9989,2,1
1032715,9998,9997,4,2
1032925,8342,9989,1,0
1032926,8635,10000,2,1
1032927,9987,9991,3,1
1032928,1773,9997,3,1
1032929,9994,9984,1,0
1032930,8571,9993,2,0
1032931,8203,9985,1,2
1032932,9998,10001,2,1
1032716,9985,8571,3,1
1032717,9997,9994,0,2
1032718,10000,8342,1,1
1032719,1773,8203,1,2
1032720,9989,9993,1,1
1032721,10001,9991,2,3
1032722,9984,9987,3,2
1032723,8635,9998,2,2
1032724,8342,8635,1,1
1032725,9987,8203,0,0
1032726,9991,9989,1,0
1032727,9993,9985,1,1
1032728,9994,1773,0,1
1032729,8571,9997,4,0
1032730,9998,10000,3,1
1032731,10001,9984,1,3
1032732,8635,8571,2,0
1032733,9985,10001,1,0
1032734,9997,9987,3,4
1032735,10000,9991,1,3
1032736,1773,9998,3,1
1032737,8203,8342,1,2
1032738,9984,9993,2,1
1032739,9989,9994,1,1
1032740,9987,9985,3,0
1032741,9991,8635,0,1
1032742,9993,10000,2,0
1032743,9994,8342,1,2
1032744,8571,1773,2,0
1032745,9998,8203,5,1
1032746,10001,9997,2,0
1032747,9984,9989,0,0
1032748,8342,9998,2,1
1032749,8635,9993,3,2
1032750,9985,9984,0,0
1032751,9997,9991,3,4
1032752,10000,8571,1,0
1032753,1773,9987,1,1
1032754,8203,9994,0,2
1032755,9989,10001,0,0
1032756,9985,9989,2,0
1032757,9987,8635,0,1
1032758,9991,1773,6,1
1032759,9993,8342,1,1
1032760,8571,8203,1,0
1032761,9998,9994,3,3
1032762,10001,10000,1,1
1032763,9984,9997,2,2
1223976,8571,8635,1,1
1223977,9993,9994,2,4
1223980,9998,1773,5,2
1223981,9985,10000,0,1
1223982,8203,9986,4,2
1223983,8342,8475,3,1
1223984,9991,9989,2,0
1223985,9987,9984,3,3
1224055,8342,9987,1,1
1224056,9985,8635,2,1
1224057,9993,9991,2,2
1224058,9986,1773,0,4
1224059,10000,9984,3,1
1224060,9994,9989,2,2
1224061,8203,8571,0,2
1224062,8475,9998,2,2
1224063,8635,8475,2,0
1224064,9987,9993,3,0
1224065,9991,8571,0,1
1224066,10000,9994,0,3
1224067,1773,8342,4,1
1224068,9989,9986,0,1
1224069,9998,9985,3,1
1224070,9984,8203,1,2
1224071,8342,9994,2,3
1224072,9985,9984,2,1
1224073,9991,9998,2,0
1224074,9993,1773,1,3
1224075,9986,8635,2,0
1224076,8571,9987,1,1
1224077,8203,9989,3,0
1224078,8475,10000,0,2
1224079,8635,9991,5,0
1224080,9987,9985,0,2
1224081,10000,9986,4,1
1224082,1773,8203,3,1
1224083,9994,8475,2,0
1224084,9989,8342,3,2
1224085,9998,8571,1,0
1224086,9984,9993,3,1
1224087,8342,10000,0,1
1224088,9985,1773,2,0
1224089,9991,9987,1,2
1224090,9993,8475,1,2
1224091,9986,9994,0,2
1224092,8571,9989,4,1
1224093,8203,8635,1,4
1224094,9998,9984,3,2
1224095,8635,8342,6,1
1224096,9987,9998,5,1
1224097,10000,8203,1,1
1224098,1773,8571,0,0
